Branch - GS,Stem Type,VARIETY - GS,PRICE/UNIT - GS,PRICE/UNIT $,Last Updated (Run Date),,,49,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Waxflower Pink,,$1.45,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,Calla - Mini,Calla Lily Mini White,$1.95,$0.65,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,Calla - Mini,Calla Lily Mini White,$1.95,$0.65,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,Calla - Mini,Calla Lily Mini Cranberry Burgundy,$2.50,$2.25,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Dendrobium Singapore Mokara Red,,$3.25,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Carnation Nobbio Burgundy Fancy,,$0.58,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Snapdragon Burgundy Select,,$1.85,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Snapdragon Burgundy Select,,$1.85,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Snapdragon Burgundy Select,,$1.85,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,,Snapdragon Burgundy Select,,$1.85,2026-03-03 10:57:38,,,,,,,,,,,,,,
Miami,QAL,Queen Annes Lace White,$1.10,$1.13,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Palm Leaf Areca Green,,$1.25,2026-03-03 12:27:57,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Ruscus Italian Green,,$1.12,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,Amaranthus,Amaranthus Hanging Green,$2.25,$2.85,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,Calla - Mini,Calla Lily Mini White,$1.95,$2.05,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,Calla - Mini,Calla Lily Mini White,$1.95,$2.05,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,Calla - Mini,Calla Lily Mini White,$1.95,$2.05,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,Calla - Mini,Calla Lily Mini White,$1.95,$2.05,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Pittosporum Variegated,,$0.75,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Hydrangea Light Blue,,$1.97,2026-03-03 12:33:01,,,,,,,,,,,,,,
Miami,,Lisianthus Cream,,$3.25,2026-03-03 12:33:25,,,,,,,,,,,,,,
Miami,Greenery,Pittosporum Pitto Nigra Variegated,$1.25,$1.15,2026-03-03 12:34:57,,,,,,,,,,,,,,
Charlotte,,Ranunculus Spray Butterfly Pink,,$3.50,2026-03-05 12:44:17,,,,,,,,,,,,,,
Charlotte,,Ranunculus Light Pink,,$2.25,2026-03-05 12:44:17,,,,,,,,,,,,,,
Charlotte,,Tweedia White,,$2.25,2026-03-05 12:44:17,,,,,,,,,,,,,,
Charlotte,,Spray Rose Garden Be Loving Blush Pink,,$2.00,2026-03-05 12:44:17,,,,,,,,,,,,,,
Charlotte,,Scabiosa Blush,,$1.70,2026-03-05 12:44:17,,,,,,,,,,,,,,
Charlotte,,Delphinium Belladonna White,,$2.00,2026-03-05 12:44:17,,,,,,,,,,,,,,
Charlotte,,Spray Rose White,,$1.60,2026-03-05 12:44:17,,,,,,,,,,,,,,
Charlotte,,Rose Quicksand Beige,,$2.50,2026-03-05 12:44:17,,,,,,,,,,,,,,
Charlotte,,Rose Barista Mauve,,$2.50,2026-03-05 12:44:17,,,,,,,,,,,,,,
Charlotte,,Pittosporum Silver Queen Variegated,,$1.70,2026-03-05 12:44:17,,,,,,,,,,,,,,
Charlotte,,Huckleberry Green,,$1.00,2026-03-05 12:44:17,,,,,,,,,,,,,,
Charlotte,,Ruscus Italian Green 100 cm,,$1.25,2026-03-05 12:44:17,,,,,,,,,,,,,,
Charlotte,,Eucalyptus Assorted,,$1.05,2026-03-05 12:44:17,,,,,,,,,,,,,,
Charlotte,,Gypsophila Overtime White,,$1.05,2026-03-05 12:44:17,,,,,,,,,,,,,,
Charlotte,,Ranunculus Spray Butterfly Pink,,$3.50,2026-03-05 15:07:10,,,,,,,,,,,,,,
Charlotte,,Ranunculus Light Pink,,$2.25,2026-03-05 15:07:10,,,,,,,,,,,,,,
Charlotte,,Tweedia White,,$2.25,2026-03-05 15:07:10,,,,,,,,,,,,,,
Charlotte,,Spray Rose Garden Be Loving Blush Pink,,$1.40,2026-03-05 15:07:10,,,,,,,,,,,,,,
Charlotte,,Scabiosa Blush,,$1.70,2026-03-05 15:07:10,,,,,,,,,,,,,,
Charlotte,,Delphinium Belladonna White,,$2.00,2026-03-05 15:07:10,,,,,,,,,,,,,,
Charlotte,,Spray Rose White,,$1.60,2026-03-05 15:07:10,,,,,,,,,,,,,,
Charlotte,,Rose Quicksand Beige,,$2.50,2026-03-05 15:07:10,,,,,,,,,,,,,,
Charlotte,,Rose Barista Mauve,,$2.50,2026-03-05 15:07:10,,,,,,,,,,,,,,
Charlotte,,Pittosporum Silver Queen Variegated,,$1.70,2026-03-05 15:07:10,,,,,,,,,,,,,,
Charlotte,,Huckleberry Green,,$1.00,2026-03-05 15:07:10,,,,,,,,,,,,,,
Charlotte,,Ruscus Italian Green 100 cm,,$1.25,2026-03-05 15:07:10,,,,,,,,,,,,,,
Charlotte,,Eucalyptus Assorted,,$1.05,2026-03-05 15:07:10,,,,,,,,,,,,,,
Charlotte,,Gypsophila Overtime White,,$1.05,2026-03-05 15:07:10,,,,,,,,,,,,,,